id,sex,semestre,carrera,tipo_colegio,pps_actual_20,pps_anterior_20,horas_de_estudio_semana,horas_trabajo_semana,horas_deporte,horas_cultura,horas_extracurriculares,horas_sueno,estres,apoyo_social,autoeficacia_academica,entregas_tarea_puntual,ingresos_mensual_cat,ingresos_mensual,tipo_financiamiento,costo_servicio_mensual_cat,horas_pantalla_no_academica,deuda_academica_flag,deuda_academica_months,puntualidad_pago,indice_financiero,rendimiento,asistencia_total_pct,indice_procrastinacion,alimentacion,phc_score,tiene_hijos,desercion
1354,F,4,Ciencias,Concertado,20.0,19.96,15.65,73.4890041472528,25.615050085223523,45.64708285413326,72.72169308806556,5.8,81.57,27.21,63.42,80.98,Medio,1200,Financiamiento_familiar,Bajo,1.3599534567110974,1,12,Impuntual,25.93,95.41,75.28,13.15,7.0,0.0,0,0
1355,F,7,Salud,Concertado,17.78,18.59,16.8,61.417314918951355,8.516440038206916,78.84846862928673,80.0,13.57,48.43,78.98,60.09,74.88,Alto,3000,Financiamiento_familiar,Bajo,19.579702769267612,0,0,Puntual,100.0,83.73,58.22,21.71,7.0,0.0,0,0
1356,F,8,Ciencias,Publico,12.64,12.64,11.22,46.78441181461453,46.30171884116109,11.402654882407708,60.90282821466966,2.18,59.13,86.14,56.59,63.61,Muy_bajo,300,Pago_directo,Muy_bajo,14.227133794078815,1,1,Impuntual,3.94,63.6,41.74,42.47,5.79,65.22,0,1
1357,F,4,Ingenieria,Publico,19.54,17.94,15.46,34.946041382632096,28.899668152567777,35.292384483532786,65.25181516708504,9.29,49.07,39.16,63.61,92.44,Muy_bajo,300,Credito,Bajo,2.2886806130941597,1,1,Impuntual,2.3,100.0,94.0,20.7,6.75,93.72,0,0
1358,M,3,Artes,Privado,12.69,12.41,5.75,76.79197584333525,3.5187988264590953,16.02243888587161,21.134564178451097,5.38,91.8,25.33,38.45,77.66,Muy_bajo,300,Credito,Bajo,22.201960980331183,0,0,Puntual,64.58,69.84,59.42,38.61,6.42,73.76,0,1
1359,M,7,Ciencias_Sociales,Concertado,1.37,2.02,0.49,62.00164594123211,35.55359825930034,29.20799263826116,68.7376023238033,2.98,86.42,44.11,30.34,59.3,Bajo,600,Pago_directo,Muy_bajo,10.824797111146442,0,0,Puntual,67.13,28.22,27.73,70.15,7.0,30.6,0,1
1360,F,5,Ciencias,Concertado,20.0,17.82,16.53,42.79944538294692,47.220709658806264,63.181149923256285,80.0,22.21,0.0,89.67,55.71,90.11,Bajo,600,Credito,Muy_bajo,10.664161272069988,0,0,Puntual,63.89,91.11,52.05,21.89,7.0,24.74,0,1
1361,F,1,Salud,Concertado,11.6,9.95,3.93,52.25231161471089,10.433148448084602,65.98195660603876,79.10428159841703,16.8,17.2,0.0,33.63,61.71,Bajo,600,Pago_directo,Bajo,12.566473018666029,0,0,Puntual,57.23,62.39,58.42,34.47,7.0,90.39,0,1
1362,M,3,Ciencias_Sociales,Publico,10.35,11.93,13.11,22.46003213838393,46.79951208399477,2.5375293431377255,49.81116375249499,4.05,28.4,48.66,54.98,70.62,Bajo,600,Financiamiento_familiar,Bajo,6.2959907181487065,0,0,Puntual,54.86,60.31,45.15,45.24,7.0,14.18,0,1
1363,F,2,Ciencias,Concertado,11.44,9.35,11.86,15.657275419910786,24.16193092550425,76.26956637173373,80.0,22.79,0.0,75.76,57.57,65.56,Medio,1200,Credito,Muy_bajo,14.355063238213553,1,3,Puntual,39.85,61.43,42.74,56.82,7.0,0.0,0,0
1364,F,3,Salud,Publico,1.38,1.0,2.85,21.865563784326287,20.771851177061905,69.74975845389528,80.0,5.18,42.9,55.11,41.65,56.06,Bajo,600,Pago_directo,Muy_bajo,7.362248867626674,1,1,Puntual,24.69,42.11,81.91,68.15,7.0,17.12,0,1
1365,F,3,Ingenieria,Publico,6.9,5.67,3.52,23.45088794261814,63.638656796968135,72.39758067529691,80.0,5.65,40.08,49.73,29.65,71.27,Bajo,600,Credito,Bajo,21.176398064931067,1,2,Impuntual,3.54,45.83,31.2,55.6,7.0,25.17,0,1
1366,M,4,Salud,Concertado,10.0,7.78,5.92,59.179076051096864,37.419333770321415,30.14235138774021,72.29465666511369,3.2,84.36,50.36,35.96,77.86,Medio,1200,Pago_directo,Bajo,20.754480002938912,1,1,Impuntual,16.4,69.33,85.07,46.33,7.0,30.8,0,1
1367,F,2,Negocios,Publico,13.66,15.12,13.62,11.204883257538603,30.233840096184366,39.756788749304945,72.96643650718843,17.47,0.0,56.92,54.92,61.39,Medio,1200,Pago_directo,Bajo,12.499615127360167,0,0,Puntual,62.25,64.69,38.8,52.48,7.0,51.78,0,1
1368,F,1,Ciencias_Sociales,Privado,3.14,3.3,0.71,62.2069761374143,65.04179118216611,13.480269385239279,79.99552754270073,13.7,20.31,68.21,45.84,50.77,Muy_bajo,300,Financiamiento_familiar,Bajo,14.150845256121855,1,2,Impuntual,4.96,39.33,56.83,69.38,7.0,61.11,0,1
1369,M,3,Salud,Publico,10.81,9.33,7.33,41.87162506889699,72.82754020862771,31.746592586516506,80.0,1.4,77.95,35.62,45.92,55.45,Bajo,600,Beca_parcial,Muy_bajo,24.0,1,1,Impuntual,16.12,56.16,42.72,49.64,7.0,53.86,0,0
1370,M,6,Ingenieria,Privado,10.51,8.49,11.97,30.765848350144147,25.20668947664418,10.09169183819628,36.32860346837898,0.61,61.07,51.74,42.33,72.57,Medio,1200,Credito,Muy_bajo,20.161545775489152,1,6,Impuntual,28.96,49.61,3.83,53.64,7.0,70.81,0,1
1371,Other,5,Artes,Privado,5.13,5.5,3.09,24.031688767495094,4.031845064089188,69.06286824272195,73.58270310771073,12.78,0.98,27.36,27.33,61.23,Muy_bajo,300,Financiamiento_familiar,Bajo,2.6797477901861733,1,1,Impuntual,3.4,49.5,74.54,58.51,4.46,53.56,0,1
1372,M,2,Negocios,Publico,2.78,3.32,2.15,41.056048363740416,43.257405074259694,46.490382403629944,80.0,15.64,0.37,93.4,48.47,62.22,Bajo,600,Pago_directo,Bajo,5.643871227049308,1,2,Puntual,39.24,45.4,72.2,75.07,7.0,8.59,0,1
1373,F,7,Salud,Concertado,10.65,11.58,7.02,25.40147701040396,57.21229628203173,10.878543375328205,70.42714655714676,19.75,0.0,18.73,28.77,61.51,Bajo,600,Beca_parcial,Bajo,15.54014150059829,1,1,Impuntual,14.15,62.67,71.17,61.69,7.0,27.1,0,1
1374,F,7,Salud,Publico,8.12,9.48,5.16,34.356159394318965,47.02325954098019,70.32524617596229,80.0,11.48,36.3,15.07,29.38,71.47,Muy_bajo,300,Beca_parcial,Bajo,9.974868985753432,1,3,Puntual,16.17,62.33,84.91,52.73,6.97,62.74,0,0
1375,M,2,Ingenieria,Privado,13.28,15.64,11.68,59.12122317458797,55.044460017611286,6.429472781143355,66.16991390800685,16.24,17.72,26.88,45.3,61.54,Muy_bajo,300,Beca_total,Bajo,20.412410571799793,1,1,Puntual,23.41,53.11,0.0,55.88,6.85,48.02,0,0
1376,F,1,Ciencias_Sociales,Publico,18.74,20.0,17.45,50.079880508252046,51.73794217620192,74.15578534116477,80.0,17.61,7.11,92.01,58.85,90.88,Bajo,600,Financiamiento_familiar,Muy_bajo,15.83097849447643,0,0,Puntual,69.2,82.04,26.36,22.28,7.0,48.89,0,1
1377,M,5,Ingenieria,Concertado,1.58,1.0,0.08,59.83859011785466,76.47959273840621,8.459944608314913,80.0,14.71,46.5,60.89,30.18,39.11,Medio,1200,Pago_directo,Bajo,24.0,0,0,Puntual,64.93,36.93,80.73,67.89,7.0,11.83,0,1
1378,F,6,Salud,Publico,16.35,14.25,16.24,57.03789517144977,69.27343837010018,57.43809569486196,80.0,8.45,49.16,45.59,50.78,75.49,Medio,1200,Beca_total,Muy_bajo,0.6614913261633325,0,0,Puntual,61.79,75.6,43.09,17.61,7.0,10.82,0,0
1379,M,8,Artes,Publico,9.65,7.62,7.8,65.20579946583373,10.547481792870066,51.624553516664875,64.05346937538232,3.17,73.38,92.54,57.43,59.94,Alto,3000,Credito,Muy_bajo,11.756722044240723,0,0,Puntual,95.78,47.86,12.01,61.78,7.0,0.04,0,1
1380,F,7,Ciencias,Publico,16.48,18.17,11.95,16.13519677653703,36.208310243470514,62.61611688582006,80.0,15.54,0.0,90.01,51.08,89.81,Muy_bajo,300,Financiamiento_familiar,Bajo,10.348390043404986,1,1,Puntual,27.07,78.46,38.81,28.41,7.0,0.0,0,0
1381,M,4,Ingenieria,Publico,13.26,14.56,15.32,79.6098399578641,36.38148461527739,45.181600292538874,80.0,18.45,25.53,35.16,57.61,83.65,Muy_bajo,300,Pago_directo,Bajo,11.429164553274523,1,12,Impuntual,11.47,79.71,79.54,50.39,7.0,38.77,0,1
1382,M,4,Artes,Concertado,12.69,10.41,10.32,38.061635989725275,36.506696836823835,27.993722870803328,66.64977292396111,4.56,43.74,51.36,49.1,82.38,Medio,1200,Pago_directo,Bajo,21.687036147600786,0,0,Puntual,69.73,73.98,66.99,22.1,7.0,31.1,0,0
1383,F,1,Artes,Concertado,7.99,9.15,1.75,57.45863504646965,74.45631592874233,21.952071650479166,80.0,11.88,33.59,85.54,48.01,44.65,Bajo,600,Pago_directo,Bajo,11.026314787547197,1,3,Puntual,32.55,35.94,0.0,64.12,7.0,0.0,0,1
1384,M,2,Salud,Concertado,6.89,8.08,2.53,54.22001304010573,26.17542909643216,75.63764892629447,80.0,9.53,36.46,31.94,47.78,70.87,Bajo,600,Beca_parcial,Bajo,19.94057316066051,1,2,Impuntual,17.78,42.38,10.65,41.45,7.0,0.0,0,1
1385,F,3,Ciencias,Publico,10.54,12.13,14.21,45.292006769362274,49.14184297457395,35.30161904085158,80.0,4.94,50.66,40.75,50.23,63.57,Muy_bajo,300,Credito,Muy_bajo,16.08861458325212,0,0,Impuntual,37.5,48.7,5.72,45.26,7.0,0.0,0,1
1386,M,4,Ciencias_Sociales,Publico,9.45,10.23,4.12,79.6652974884694,71.70507573338429,67.3754838844379,80.0,5.89,65.96,74.3,49.81,57.91,Bajo,600,Pago_directo,Muy_bajo,12.750378921385705,0,0,Puntual,60.62,59.28,64.79,52.25,7.0,27.18,0,1
1387,F,4,Ingenieria,Publico,7.75,7.94,10.24,17.385267970950924,4.043092239888217,57.84446648471264,65.69761011735473,5.7,44.6,64.86,42.68,59.44,Bajo,600,Pago_directo,Bajo,17.787050198252402,0,0,Puntual,51.17,47.87,37.47,57.95,7.0,40.83,0,0
1388,M,5,Negocios,Privado,12.42,11.41,7.71,33.73830938232225,70.28431782221433,52.49079578657941,80.0,10.05,24.65,4.87,34.38,75.81,Muy_bajo,300,Financiamiento_familiar,Bajo,6.592701235425429,1,2,Impuntual,8.35,76.5,92.25,54.73,5.83,12.78,0,0
1389,F,2,Ciencias_Sociales,Privado,9.72,7.52,5.47,10.218444738034558,61.196719852252805,77.64874362274006,80.0,9.37,0.0,6.74,34.81,65.82,Alto,3000,Pago_directo,Bajo,4.632869399994778,0,0,Puntual,100.0,68.82,98.34,60.89,7.0,44.56,0,0
1390,M,4,Ingenieria,Publico,16.97,14.96,14.17,14.546837758603957,16.62979136071181,45.23596721163535,62.220183178709306,13.3,9.7,79.63,67.84,70.74,Muy_bajo,300,Pago_directo,Muy_bajo,23.59871932203764,0,0,Puntual,61.61,84.45,70.21,19.32,7.0,53.83,0,0
1391,M,1,Ciencias_Sociales,Publico,18.28,17.96,13.16,57.03712508614132,26.04090357288119,58.64139454369807,80.0,2.24,68.23,2.97,50.67,92.76,Alto,3000,Financiamiento_familiar,Bajo,9.800061358032462,0,0,Puntual,100.0,88.9,59.78,20.17,7.0,14.76,0,0
1392,M,3,Ciencias_Sociales,Publico,14.74,13.14,11.63,0.38741430106240315,24.84693976938817,67.97357042200437,80.0,13.95,0.0,91.99,44.09,65.98,Medio,1200,Beca_parcial,Bajo,8.35066129621129,0,0,Puntual,65.65,71.81,56.22,53.09,7.0,0.0,0,0
1393,M,5,Artes,Concertado,8.73,6.31,6.71,71.18565210957203,17.704520383117035,3.678203255358836,23.35066703181161,0.52,84.59,27.18,38.82,78.23,Bajo,600,Financiamiento_familiar,Muy_bajo,7.107218661364958,0,0,Puntual,53.56,51.37,24.43,36.96,7.0,0.0,0,1
1394,F,5,Ingenieria,Concertado,3.65,3.44,4.08,50.65475866149213,51.081709761858406,79.70463510229108,80.0,6.18,63.81,54.84,45.73,64.63,Medio,1200,Pago_directo,Bajo,16.282259347610875,0,0,Puntual,73.74,36.22,25.47,67.34,7.0,32.47,0,1
1395,M,8,Salud,Concertado,11.68,14.16,9.29,35.2724042973064,78.62626397893862,20.97394652603966,80.0,12.05,10.99,56.46,45.83,90.79,Medio,1200,Financiamiento_familiar,Bajo,24.0,0,0,Impuntual,49.04,78.38,87.61,28.99,7.0,58.25,0,0
1396,F,2,Salud,Publico,20.0,20.0,14.71,26.508888579754046,13.328943477113526,56.20134286758541,71.79814706732985,16.49,0.0,34.63,50.62,76.83,Muy_bajo,300,Pago_directo,Bajo,21.99454669785077,1,1,Puntual,28.11,84.47,40.81,25.86,6.31,79.37,0,0
1397,M,3,Salud,Concertado,14.33,15.62,10.36,10.101923887993296,18.575108753548353,76.2892982289601,80.0,18.51,0.0,3.14,35.89,75.82,Bajo,600,Financiamiento_familiar,Bajo,10.780980288828927,1,3,Puntual,36.58,83.27,99.61,58.5,7.0,45.11,0,0
1398,M,2,Ciencias,Concertado,16.14,14.91,17.46,73.72500691631002,23.229930531858134,61.05094724914486,80.0,0.85,100.0,19.25,43.26,70.71,Bajo,600,Beca_parcial,Muy_bajo,22.330265022155377,1,6,Puntual,26.47,79.03,66.71,42.16,7.0,49.92,0,1
1399,F,3,Ingenieria,Publico,9.89,11.33,0.28,56.98578600282084,75.00568407254198,18.369383771772068,80.0,12.9,39.19,61.5,38.14,78.42,Medio,1200,Beca_parcial,Muy_bajo,11.803743594068319,0,0,Puntual,72.58,49.7,6.23,41.67,7.0,43.44,0,1
1400,F,6,Ciencias,Publico,17.09,17.75,17.97,26.91143991408329,50.06572684605661,28.985111010795563,80.0,8.51,17.59,39.64,63.35,81.45,Bajo,600,Pago_directo,Bajo,3.134859711974806,0,0,Puntual,68.59,78.66,36.93,25.58,7.0,22.04,0,0
1401,M,5,Artes,Publico,10.55,9.69,12.45,5.674894355249638,17.01346141177285,33.13432062087288,54.29825406336332,16.68,0.0,41.38,53.59,73.16,Bajo,600,Financiamiento_familiar,Muy_bajo,5.588590233629351,0,0,Puntual,54.22,55.16,20.55,53.99,7.0,88.54,0,1
1402,M,7,Negocios,Publico,19.77,17.5,14.99,26.05462652328141,64.31912541169245,46.907799489776025,80.0,6.81,18.44,9.77,53.85,100.0,Bajo,600,Beca_total,Bajo,6.103880708931836,0,0,Puntual,67.15,84.01,16.8,13.61,7.0,88.58,0,0
1403,M,2,Salud,Privado,16.42,16.36,6.03,14.770743584726675,73.82981568965809,48.23581812764889,80.0,17.85,0.0,29.71,46.77,62.46,Bajo,600,Pago_directo,Bajo,22.694203286776542,1,3,Impuntual,3.63,75.0,54.65,33.44,7.0,53.48,0,0
1404,F,6,Salud,Publico,9.92,10.35,9.15,62.901865058496725,32.275375548215635,63.03205867812264,80.0,14.45,50.95,52.64,46.96,71.31,Bajo,600,Financiamiento_familiar,Bajo,24.0,1,6,Impuntual,7.21,50.92,14.39,49.34,7.0,28.88,0,1
1405,F,1,Ciencias,Privado,18.61,19.16,14.35,57.56789478050877,13.825351145093645,68.77385700414372,80.0,18.95,10.41,2.77,40.54,99.08,Bajo,600,Pago_directo,Muy_bajo,5.81814184812892,1,3,Impuntual,8.58,96.83,85.94,18.38,7.0,75.96,0,0
1406,M,7,Ciencias,Concertado,20.0,19.01,13.69,39.85285018583401,24.79332443898705,7.163015181333083,34.209114194610066,23.63,0.0,6.67,50.59,90.95,Medio,1200,Financiamiento_familiar,Bajo,10.339429619953641,0,0,Puntual,72.03,86.0,32.82,33.31,7.0,0.0,1,0
1407,F,2,Ciencias_Sociales,Publico,12.28,13.37,6.01,70.86728824728068,17.369180208677435,21.852531739308443,42.98401489391555,21.81,11.78,49.16,52.82,56.64,Medio,1200,Beca_parcial,Muy_bajo,24.0,0,0,Puntual,63.53,50.14,0.0,49.49,7.0,42.36,0,1
1408,F,2,Ciencias_Sociales,Concertado,6.83,7.75,5.84,14.45445505112672,16.114161422894124,27.492975360411613,46.60685280983083,14.24,0.0,56.13,35.45,47.07,Medio,1200,Financiamiento_familiar,Bajo,21.610690969750635,0,0,Puntual,69.77,35.15,11.04,63.9,7.0,60.92,0,0
1409,F,3,Salud,Publico,13.45,12.47,11.93,36.15724683467956,13.663098998899974,1.0691736120251516,14.74234080013192,21.45,0.0,20.76,52.13,64.6,Bajo,600,Pago_directo,Bajo,11.764505941453864,0,0,Puntual,68.86,63.27,33.12,56.82,7.0,0.0,1,1
1410,F,7,Ciencias,Publico,16.12,17.3,16.81,56.84962431712964,70.08382563686554,33.406764363340606,80.0,3.67,62.95,32.58,63.92,89.25,Medio,1200,Beca_total,Bajo,11.467780658867525,0,0,Puntual,66.76,80.42,45.66,30.24,7.0,25.18,0,0
1411,M,1,Ciencias_Sociales,Publico,10.23,11.47,7.9,5.4241879774943325,6.8710416366008165,28.70389243756957,37.7241891427044,1.03,21.68,74.69,41.9,76.53,Bajo,600,Pago_directo,Bajo,22.010575534635667,0,0,Puntual,54.44,50.33,5.75,46.2,7.0,17.19,0,1
1412,M,2,Negocios,Publico,8.02,9.7,6.35,29.814188871576874,33.06796236348359,42.03121363876343,77.95781587691023,12.8,9.65,86.92,55.75,65.25,Muy_bajo,300,Credito,Bajo,1.856987394684558,1,1,Puntual,15.94,49.28,29.38,57.64,7.0,75.33,0,1
1413,M,6,Negocios,Publico,20.0,19.63,16.1,45.73318417457442,1.1788053134516474,8.014519257292978,11.223004030884894,23.38,0.0,32.52,59.14,88.85,Alto,3000,Credito,Bajo,22.710540255502774,0,0,Puntual,100.0,95.6,69.9,18.71,7.0,47.36,0,0
1414,M,3,Negocios,Publico,14.8,16.98,12.3,29.344283098961892,23.47162398805761,33.11942241920288,57.0925583616657,17.03,0.0,35.57,44.63,56.25,Muy_bajo,300,Credito,Bajo,3.254832821159833,1,2,Impuntual,5.07,57.72,8.76,55.5,7.0,12.82,0,0
1415,F,2,Artes,Publico,13.23,15.54,6.99,38.41591914182007,56.554813153153,47.79327703226392,80.0,7.32,40.61,78.03,49.39,72.84,Bajo,600,Pago_directo,Muy_bajo,22.18372813628676,1,2,Impuntual,10.57,57.21,3.95,27.47,7.0,8.97,0,1
1416,F,3,Salud,Publico,10.14,11.23,1.03,48.64946794936574,16.22686054912314,64.30522160629677,80.0,16.05,24.34,97.38,50.49,67.82,Muy_bajo,300,Financiamiento_familiar,Bajo,2.3018933904622756,1,2,Puntual,34.53,51.74,17.52,38.22,7.0,91.69,0,1
1417,M,3,Ciencias,Privado,11.88,12.66,12.99,29.471249134366797,79.89837197766474,61.3161948127945,80.0,0.96,38.75,32.06,55.02,79.24,Muy_bajo,300,Financiamiento_familiar,Bajo,24.0,0,0,Puntual,49.94,57.29,9.13,41.65,7.0,46.7,0,1
1418,M,7,Artes,Publico,10.05,11.65,6.35,8.481148473797457,3.86393937229478,32.38852559719997,38.672195672065804,11.29,0.0,73.87,39.03,55.94,Medio,1200,Pago_directo,Bajo,1.049741652979272,0,0,Impuntual,56.76,52.88,39.44,42.23,7.0,0.0,1,0
1419,M,5,Negocios,Concertado,6.16,4.34,1.27,11.15555978737059,10.918693424168842,31.162606365911614,46.03983558930601,5.69,20.68,47.97,38.32,65.28,Bajo,600,Beca_total,Bajo,24.0,1,3,Puntual,23.46,52.91,69.42,53.64,7.0,0.0,0,0
1420,F,3,Ciencias_Sociales,Publico,11.43,12.81,11.02,42.16031756433576,62.950477487856304,2.9977638964057274,69.93683818930421,1.18,61.13,26.37,51.08,90.45,Medio,1200,Beca_parcial,Bajo,2.071419637630344,1,3,Impuntual,19.14,79.36,92.28,29.02,7.0,78.43,0,0
1421,M,8,Negocios,Concertado,12.11,11.79,5.81,13.979202050551782,78.07986853158367,6.611570201780879,80.0,6.0,30.63,68.18,36.8,74.9,Bajo,600,Beca_total,Bajo,3.9206773248408653,0,0,Puntual,63.09,53.64,3.82,45.85,7.0,34.2,0,0
1422,F,3,Ciencias_Sociales,Publico,8.19,10.26,6.09,71.18669377151174,76.32104049438246,69.79251480471953,80.0,17.34,19.56,46.26,47.77,63.73,Bajo,600,Financiamiento_familiar,Bajo,24.0,1,3,Impuntual,17.0,51.22,40.12,62.15,7.0,85.22,0,1
1423,M,1,Ciencias_Sociales,Privado,10.77,8.74,8.63,66.73485480990608,63.85891563311074,64.47000376959208,80.0,13.23,24.16,26.82,50.33,53.84,Bajo,600,Financiamiento_familiar,Bajo,20.051308191267363,1,2,Impuntual,14.46,47.34,7.69,52.44,7.0,48.69,0,1
1424,M,2,Negocios,Publico,17.06,15.48,12.91,27.92256552048123,77.83892548712481,1.6869748832360987,80.0,0.56,58.04,5.72,50.62,90.95,Medio,1200,Pago_directo,Bajo,20.56626890924605,0,0,Impuntual,52.51,81.37,43.68,20.54,7.0,54.22,0,1
1425,Other,3,Artes,Privado,10.1,9.41,4.97,66.4789737595944,67.26355594625218,70.61428498934168,80.0,9.83,53.65,86.7,43.16,75.54,Medio,1200,Financiamiento_familiar,Bajo,11.021968227103017,1,3,Impuntual,10.35,69.06,82.42,33.31,7.0,9.9,0,1
1426,F,1,Negocios,Publico,8.56,10.91,1.46,42.655026427287595,4.641983711685951,49.11034088379277,56.84381902586476,18.05,10.85,87.87,51.61,59.58,Bajo,600,Credito,Bajo,3.0770975976178283,0,0,Impuntual,41.2,63.31,87.4,57.63,7.0,0.0,0,0
1427,M,7,Ciencias_Sociales,Publico,13.87,14.32,7.64,12.72407428823529,67.65072940877,64.15352958273894,80.0,22.91,0.0,2.5,42.26,72.99,Bajo,600,Pago_directo,Bajo,4.682729183670274,1,1,Puntual,27.37,72.51,61.46,55.46,7.0,69.62,0,0
1428,F,5,Artes,Concertado,7.89,9.98,0.99,49.13694836330589,38.70239486765536,40.202137852601815,80.0,20.98,0.0,66.34,28.45,60.11,Alto,3000,Credito,Bajo,23.46485330577266,0,0,Impuntual,89.35,38.21,2.46,64.8,7.0,0.0,0,1
1429,F,2,Salud,Publico,10.36,12.55,12.55,54.35608937731252,36.54025703259225,12.050110281985358,50.603407800618804,0.04,87.61,11.26,44.17,68.34,Muy_bajo,300,Pago_directo,Muy_bajo,10.265871264016232,1,1,Puntual,21.53,57.72,41.26,51.97,7.0,67.13,0,1
1430,F,4,Artes,Publico,16.7,14.37,17.27,6.711326277612688,0.2021853471994639,28.551240092918142,30.313885038404234,5.25,25.89,64.63,54.68,80.15,Bajo,600,Credito,Bajo,18.421269787104528,1,2,Impuntual,2.07,90.24,91.95,14.25,7.0,0.0,0,0
1431,M,5,Ciencias_Sociales,Publico,13.3,14.45,11.86,25.156247233763054,49.620573194658,36.00232620694734,80.0,4.99,30.13,90.76,48.53,72.46,Bajo,600,Beca_parcial,Bajo,17.421395995171327,0,0,Puntual,52.89,70.45,56.92,42.89,7.0,48.53,0,0
1432,F,7,Negocios,Concertado,9.21,8.1,4.96,0.4307190089535151,53.72869384266277,60.31297136215839,80.0,9.91,0.0,26.02,29.87,48.9,Muy_bajo,300,Financiamiento_familiar,Muy_bajo,12.605481107149325,0,0,Puntual,58.81,56.89,74.61,61.72,5.63,70.82,0,1
1433,F,7,Negocios,Privado,5.94,5.42,3.27,25.314304268490105,63.25723538361099,65.01540760595516,80.0,15.5,0.0,34.79,31.76,40.77,Bajo,600,Beca_total,Bajo,22.086766807816538,1,2,Puntual,28.25,46.09,71.48,71.63,7.0,0.0,0,0
1434,F,3,Ciencias_Sociales,Publico,10.21,7.74,4.19,26.835626633539896,26.07623892425263,59.31623415931442,80.0,3.67,36.75,79.51,55.93,60.77,Muy_bajo,300,Beca_total,Bajo,16.437962535698198,1,1,Impuntual,2.93,56.31,40.01,36.49,7.0,34.34,0,0
1435,M,5,Ciencias_Sociales,Privado,12.19,13.15,3.99,50.416690142326786,10.25068813307871,38.131795173080164,51.062525407210664,21.98,0.0,73.54,36.76,62.24,Medio,1200,Financiamiento_familiar,Muy_bajo,18.603501176188104,1,1,Impuntual,17.6,63.28,54.29,42.41,7.0,40.84,0,1
1436,M,4,Negocios,Publico,12.62,14.36,5.65,15.923462371933201,35.18802486403778,53.0961157166456,80.0,18.65,0.0,40.87,46.19,71.32,Medio,1200,Credito,Bajo,20.965636777235368,1,1,Impuntual,29.19,56.77,11.08,44.02,7.0,61.83,0,0
1437,M,4,Negocios,Publico,4.02,2.01,1.75,2.4072789382234117,28.98303443593185,23.641182514204946,56.971177418861004,10.06,0.0,84.85,51.9,57.99,Medio,1200,Beca_total,Muy_bajo,6.512970563640727,0,0,Puntual,62.89,39.39,38.59,58.48,7.0,7.8,0,0
1438,F,1,Negocios,Privado,16.19,16.8,16.12,25.25076267946251,60.250659464661524,79.02413679734015,80.0,14.02,0.0,92.06,65.68,89.02,Bajo,600,Credito,Bajo,7.585108537538844,1,1,Impuntual,16.87,82.57,53.09,27.32,7.0,72.62,0,0
1439,M,1,Negocios,Privado,19.34,18.12,15.93,66.0495637007139,18.355102304766078,13.456459002053442,36.03247367917624,13.0,24.9,45.26,58.29,81.56,Bajo,600,Financiamiento_familiar,Muy_bajo,19.047736352862742,0,0,Puntual,67.11,90.2,62.51,45.77,7.0,55.79,0,0
1440,F,4,Salud,Concertado,9.7,12.12,11.07,31.931616444626087,11.053678332223091,57.88820521223029,72.89477204466928,13.97,25.49,3.95,46.98,71.81,Medio,1200,Credito,Bajo,21.062666280764923,1,2,Impuntual,23.17,57.76,43.43,58.09,7.0,16.68,0,1
1441,F,2,Salud,Publico,11.58,9.35,1.11,33.207501586721584,35.21483849851084,12.394445962919018,47.74876666696036,20.64,0.0,50.94,44.78,66.0,Alto,3000,Beca_parcial,Muy_bajo,15.158992316513746,1,3,Impuntual,45.29,71.56,86.52,40.8,7.0,0.0,0,0
1442,M,1,Ciencias_Sociales,Publico,11.13,11.26,14.47,37.522205027728184,50.239167258871845,22.46929132578088,77.31914397981615,4.8,58.43,73.97,58.93,79.69,Muy_bajo,300,Financiamiento_familiar,Bajo,24.0,1,1,Impuntual,7.42,60.11,25.87,41.94,7.0,65.7,0,1
1443,F,5,Ingenieria,Publico,9.25,10.94,1.11,60.14310646479892,22.479809373840702,59.90606480453905,80.0,16.41,14.76,17.0,25.4,78.18,Bajo,600,Pago_directo,Bajo,21.92382257332523,0,0,Impuntual,31.39,45.32,0.45,42.57,7.0,63.41,0,1
1444,M,1,Negocios,Publico,1.0,2.2,1.92,38.401991390285744,9.154652896771562,58.32925696101071,70.84367161032154,2.57,44.54,9.94,29.1,58.72,Medio,1200,Financiamiento_familiar,Muy_bajo,20.66211539023917,0,0,Puntual,78.66,22.46,9.46,72.47,7.0,45.71,0,1
1445,F,4,Ingenieria,Publico,11.99,12.23,5.86,7.3026202029425935,35.12931131308932,9.960786113689863,48.65750485660725,11.02,0.0,28.52,41.9,77.9,Alto,3000,Credito,Bajo,6.591338101619607,0,0,Puntual,100.0,63.24,38.41,35.14,7.0,0.0,0,1
1446,M,4,Ciencias,Privado,7.28,9.08,7.77,16.511983967971968,76.95018768588008,54.283419314687194,80.0,15.26,0.0,1.16,34.48,53.68,Alto,3000,Beca_parcial,Muy_bajo,9.306188677603648,1,1,Impuntual,42.86,48.27,52.81,65.68,7.0,0.0,0,0
1447,F,8,Ciencias,Privado,9.66,12.06,6.37,15.031789359406007,77.3851578034944,16.307123939911563,80.0,0.3,37.21,71.55,45.99,66.18,Medio,1200,Financiamiento_familiar,Muy_bajo,9.57053145900898,0,0,Impuntual,55.58,52.93,30.55,45.64,7.0,39.4,0,0
