id,sex,semestre,carrera,tipo_colegio,pps_actual_20,pps_anterior_20,horas_de_estudio_semana,horas_trabajo_semana,horas_deporte,horas_cultura,horas_extracurriculares,horas_sueno,estres,apoyo_social,autoeficacia_academica,entregas_tarea_puntual,ingresos_mensual_cat,tipo_financiamiento,costo_servicio_mensual_cat,horas_pantalla_no_academica,deuda_academica_label,puntualidad_pago_label,indice_financiero,rendimiento,asistencia_total_pct,asistencia_teorico_pct,asistencia_laboratorio_pct,indice_procrastinacion,alimentacion,phc_score,tiene_hijos,riesgo_de_desercion,bienestar_estudiantil,actividad_fisica
446,F,1,Salud,Publico,4.83,6.33,1.91,24.27,75.35,61.21,80.0,8.7,21.95,91.55,48.65,52.98,Muy_bajo,Financiamiento_familiar,Bajo,9.46,Sin deuda,Puntual,45.85,44.17,55.94,46.98,76.84,46.59,1.85,50.26,0,83.74385544808327,91.3192941577938,75.35
447,Other,1,Salud,Concertado,14.53,16.89,15.07,62.55,59.17,34.62,80.0,19.83,13.41,32.73,39.78,72.12,Bajo,Pago_directo,Bajo,0.03,Sin deuda,Puntual,59.25,70.76,49.71,33.08,88.5,48.65,2.28,5.45,0,43.86029908429471,100.0,59.17
448,F,7,Ingenieria,Privado,10.45,9.02,4.32,61.27,6.93,38.73,49.78,16.84,31.34,20.82,29.06,65.18,Bajo,Pago_directo,Bajo,2.88,Sin deuda,Puntual,58.38,60.2,59.49,75.49,22.15,60.83,1.63,4.39,0,59.70290189571281,85.13705887386806,6.93
449,M,6,Ciencias_Sociales,Privado,6.4,4.83,3.51,55.33,53.53,51.85,80.0,11.02,42.26,19.35,25.69,50.92,Bajo,Financiamiento_familiar,Bajo,12.83,Sin deuda,Puntual,65.59,40.54,36.96,32.94,46.35,59.27,5.1,85.38,0,89.19162937696728,70.46590136998371,53.53
450,M,4,Salud,Concertado,6.79,6.56,9.09,77.25,32.82,1.47,35.61,1.32,100.0,45.78,40.79,52.32,Alto,Beca_total,Muy_bajo,16.2,Con deuda,Puntual,67.1,40.08,23.79,13.82,47.03,50.19,4.96,35.42,0,95.0,30.946459347197468,32.82
451,F,4,Ingenieria,Publico,18.45,19.69,13.84,31.48,37.66,52.32,80.0,10.25,39.5,70.95,59.31,73.69,Medio,Financiamiento_familiar,Bajo,10.02,Con deuda,Impuntual,29.65,84.01,54.14,39.9,87.36,31.66,6.7,0.07,0,23.977829215431274,84.63429500956622,37.66
452,F,5,Ciencias_Sociales,Concertado,6.55,5.46,1.12,10.46,3.93,49.49,57.24,11.26,0.0,15.6,36.71,79.05,Medio,Financiamiento_familiar,Bajo,17.54,Sin deuda,Puntual,63.62,62.68,91.48,97.99,76.28,39.78,5.38,22.66,1,18.661184104680622,71.1945627515721,3.93
453,M,1,Artes,Privado,11.25,8.85,10.38,53.74,15.28,24.79,44.81,22.29,0.0,65.93,50.94,73.08,Medio,Financiamiento_familiar,Bajo,12.52,Sin deuda,Impuntual,51.82,59.29,31.2,22.59,51.31,52.69,1.31,17.56,0,61.065373825941805,96.98348365009599,15.28
454,F,7,Negocios,Concertado,4.98,5.19,2.15,58.34,63.24,6.86,73.69,15.39,25.37,2.11,30.58,53.44,Bajo,Credito,Bajo,1.78,Con deuda,Puntual,21.79,44.61,62.97,61.22,67.07,63.29,6.31,70.1,0,83.08275926708677,90.13427269119538,63.24
455,M,3,Ciencias,Publico,3.02,5.3,0.66,46.0,36.32,7.27,48.0,7.48,55.07,36.89,30.04,48.21,Alto,Pago_directo,Muy_bajo,4.61,Sin deuda,Puntual,100.0,36.54,55.73,43.3,84.74,57.73,6.18,6.02,0,95.0,68.29935491760062,36.32
456,F,3,Ciencias,Privado,3.98,3.44,0.95,16.55,24.13,73.86,80.0,12.61,3.3,77.59,32.53,46.73,Medio,Beca_parcial,Bajo,20.16,Sin deuda,Puntual,79.9,26.2,5.26,7.1,0.95,74.28,3.66,0.0,0,36.90024850138286,86.18580799235403,24.13
457,M,3,Negocios,Concertado,18.7,18.3,15.01,40.36,30.72,55.14,80.0,1.59,46.18,28.87,45.3,71.54,Medio,Financiamiento_familiar,Muy_bajo,17.4,Sin deuda,Puntual,76.38,80.72,46.24,48.79,40.29,26.42,4.52,55.9,0,28.913203959045617,53.50951579277452,30.72
458,M,1,Salud,Concertado,12.31,14.65,2.12,24.98,68.35,10.17,80.0,23.34,0.0,51.37,47.01,50.71,Medio,Financiamiento_familiar,Bajo,21.47,Con deuda,Impuntual,21.11,67.24,76.37,70.22,90.72,47.95,6.86,21.69,0,49.13251563551967,94.66587048647577,68.35
459,M,1,Artes,Publico,2.47,3.44,0.81,34.2,59.92,28.54,80.0,8.64,25.33,15.5,30.7,63.47,Bajo,Financiamiento_familiar,Muy_bajo,2.82,Sin deuda,Impuntual,39.69,39.65,58.13,51.32,74.03,73.45,4.19,17.29,0,90.5302365965733,84.03435809838203,59.92
460,M,5,Negocios,Concertado,9.2,10.3,7.88,51.62,21.79,47.4,69.34,11.47,25.02,69.2,39.67,78.16,Medio,Financiamiento_familiar,Bajo,23.77,Sin deuda,Puntual,76.7,65.84,77.33,87.21,54.28,57.69,6.43,19.55,0,51.240884247242,70.229321471625,21.79
461,M,1,Ingenieria,Publico,16.32,16.63,15.19,59.62,9.4,66.85,79.72,8.53,65.55,5.23,41.35,68.78,Muy_bajo,Credito,Bajo,5.03,Sin deuda,Puntual,63.72,71.16,36.11,28.89,52.96,33.25,1.5,45.28,1,43.26357463931825,66.13603701776721,9.4
462,F,4,Salud,Concertado,10.24,12.61,4.72,18.58,20.16,3.49,25.84,16.38,0.99,85.25,57.15,55.72,Bajo,Beca_parcial,Bajo,0.28,Sin deuda,Impuntual,49.78,49.36,16.47,8.62,34.78,36.73,2.15,25.31,0,25.31803533226391,100.0,20.16
463,F,2,Ciencias,Publico,10.26,11.2,7.59,32.43,73.66,18.93,80.0,15.89,2.55,14.82,46.92,66.99,Bajo,Financiamiento_familiar,Bajo,23.94,Con deuda,Puntual,27.93,67.38,81.18,93.66,52.05,34.94,3.64,15.19,0,48.925264088286,73.23671571815954,73.66
464,F,3,Salud,Concertado,8.5,10.48,0.72,21.53,46.53,71.18,80.0,17.17,5.39,82.44,43.21,53.44,Alto,Financiamiento_familiar,Muy_bajo,6.75,Sin deuda,Puntual,100.0,50.47,46.14,37.82,65.54,64.96,4.51,0.0,0,74.30194612735205,100.0,46.53
465,F,2,Artes,Privado,9.96,10.96,8.08,15.89,42.68,0.73,44.8,6.44,11.74,35.25,42.53,61.27,Medio,Beca_parcial,Muy_bajo,16.03,Con deuda,Impuntual,13.12,57.7,52.9,57.64,41.84,40.85,5.9,0.0,0,21.152244733070358,64.50229653995251,42.68
466,M,2,Artes,Publico,8.47,9.65,10.4,62.67,47.71,16.11,66.2,7.58,67.35,67.27,43.74,60.46,Medio,Pago_directo,Bajo,4.24,Con deuda,Puntual,35.07,59.88,76.86,79.2,71.42,54.74,6.93,59.25,0,60.17895712136395,76.04803084503934,47.71
467,M,5,Ciencias_Sociales,Privado,9.68,8.63,10.28,72.74,29.28,76.72,80.0,3.01,91.44,26.92,50.98,55.45,Medio,Financiamiento_familiar,Bajo,13.93,Sin deuda,Impuntual,41.78,55.29,48.54,32.43,86.12,59.5,3.33,0.0,0,95.0,45.30289288545055,29.28
468,F,2,Salud,Publico,8.34,7.36,5.98,29.62,64.57,49.07,80.0,15.73,0.0,85.59,51.88,68.43,Bajo,Financiamiento_familiar,Bajo,21.7,Sin deuda,Puntual,55.43,56.84,54.77,71.62,15.47,61.45,1.28,0.0,0,64.74149734403983,90.0478311314917,64.57
469,M,4,Ciencias_Sociales,Privado,6.14,7.55,5.68,60.1,41.86,20.93,66.9,0.96,87.3,7.66,33.32,72.97,Alto,Pago_directo,Bajo,7.68,Sin deuda,Impuntual,85.36,42.68,23.03,13.54,45.15,44.88,5.81,20.37,0,95.0,45.39973816940266,41.86
470,F,3,Ingenieria,Concertado,3.48,2.46,1.92,71.76,9.34,5.36,16.95,14.34,35.33,17.85,37.74,58.35,Bajo,Beca_parcial,Muy_bajo,16.09,Con deuda,Puntual,37.06,35.22,32.63,29.13,40.8,68.09,4.63,68.39,0,95.0,56.42133621711649,9.34
471,M,5,Ingenieria,Concertado,12.09,12.4,6.6,67.69,10.33,2.26,15.6,20.87,26.11,49.3,50.08,65.03,Bajo,Beca_total,Muy_bajo,4.51,Sin deuda,Puntual,65.58,59.18,30.75,14.47,68.75,42.17,2.19,72.38,0,30.615866814292055,87.03839068710259,10.33
472,F,7,Ciencias,Concertado,11.24,9.99,1.79,14.63,42.95,19.58,67.01,21.38,0.0,3.19,29.34,76.32,Muy_bajo,Pago_directo,Bajo,15.0,Sin deuda,Puntual,57.62,66.18,64.28,81.12,24.99,43.46,3.97,44.85,1,16.907733198775933,86.56204716307568,42.95
473,M,5,Ciencias_Sociales,Privado,17.4,18.98,13.8,76.5,74.93,70.52,80.0,10.78,49.51,14.6,49.84,98.53,Medio,Financiamiento_familiar,Muy_bajo,8.07,Sin deuda,Puntual,70.28,81.81,34.79,22.26,64.03,16.5,5.45,2.54,0,27.27947698988904,73.07915569615248,74.93
474,F,2,Salud,Publico,18.41,16.46,17.39,30.13,24.67,33.27,62.39,11.02,27.7,89.38,57.95,74.47,Medio,Financiamiento_familiar,Bajo,5.07,Sin deuda,Puntual,74.17,89.57,76.54,71.74,87.75,24.12,5.62,55.72,0,15.637546613991644,94.29301441511815,24.67
475,F,1,Ciencias_Sociales,Publico,14.82,16.47,17.46,27.14,69.56,57.63,80.0,1.85,51.28,92.65,52.89,67.77,Bajo,Pago_directo,Bajo,7.52,Sin deuda,Puntual,57.82,78.93,78.57,94.33,41.81,44.71,4.0,60.97,0,31.610255047662555,77.25725453453335,69.56
476,Other,2,Ciencias,Concertado,20.0,20.0,15.57,4.99,61.13,73.46,80.0,16.1,0.0,32.63,59.06,84.61,Muy_bajo,Pago_directo,Muy_bajo,4.29,Sin deuda,Puntual,61.83,93.13,64.27,52.78,91.1,21.53,2.83,20.13,0,3.4361454349444265,100.0,61.13
477,M,4,Ciencias_Sociales,Privado,16.23,14.66,10.81,38.89,19.82,32.64,53.77,19.71,0.0,87.33,52.42,64.87,Medio,Pago_directo,Bajo,21.65,Con deuda,Impuntual,23.54,78.93,67.6,54.0,99.32,28.79,6.84,72.34,0,31.598516059603654,90.54214803406052,19.82
478,F,1,Salud,Concertado,9.34,9.55,12.62,8.72,2.91,15.3,19.6,5.87,22.37,49.48,53.96,65.75,Muy_bajo,Financiamiento_familiar,Bajo,9.53,Con deuda,Puntual,28.96,54.05,35.46,46.1,10.61,56.08,4.98,5.94,0,22.976079223081193,65.00410602357314,2.91
479,F,3,Ciencias,Concertado,11.53,10.44,5.13,19.88,8.15,41.37,54.06,10.11,9.54,21.97,51.48,73.86,Medio,Financiamiento_familiar,Bajo,5.89,Con deuda,Puntual,40.72,59.89,29.8,32.59,23.31,31.76,3.45,80.27,0,20.056061631961057,81.36572691536956,8.15
480,F,4,Ciencias,Publico,14.97,14.09,11.35,25.36,58.28,72.65,80.0,20.13,0.0,65.24,41.34,69.35,Alto,Financiamiento_familiar,Medio,10.76,Sin deuda,Puntual,100.0,74.35,61.81,47.57,95.04,50.99,2.68,41.02,0,38.478744996968764,100.0,58.28
481,F,2,Ciencias_Sociales,Privado,12.47,11.73,8.2,64.71,15.97,64.35,80.0,21.05,16.88,65.89,49.11,66.25,Bajo,Beca_parcial,Muy_bajo,7.69,Sin deuda,Puntual,55.04,70.39,70.95,60.28,95.83,38.09,5.39,59.79,0,44.42203934229629,100.0,15.97
482,F,5,Negocios,Publico,12.58,10.4,8.68,70.04,29.7,5.27,35.64,5.84,70.55,93.91,62.76,77.86,Muy_bajo,Financiamiento_familiar,Bajo,17.87,Sin deuda,Puntual,52.62,75.18,71.95,98.6,9.77,25.88,2.45,89.37,0,37.23137181155261,52.226278519802726,29.7
483,M,1,Salud,Publico,10.47,12.9,13.64,24.2,40.14,55.41,80.0,13.21,16.54,26.5,51.6,83.81,Medio,Credito,Bajo,23.31,Con deuda,Puntual,45.55,68.81,66.09,93.78,1.5,52.16,2.03,54.23,1,46.7831622886108,68.32947587172104,40.14
484,F,1,Salud,Publico,6.63,4.29,5.07,68.7,58.04,45.75,80.0,4.62,81.53,62.21,51.81,60.66,Medio,Pago_directo,Bajo,10.51,Con deuda,Impuntual,19.85,53.22,65.18,86.22,16.11,36.45,4.18,1.05,0,95.0,61.8708697399889,58.04
485,F,5,Ingenieria,Publico,7.18,7.99,5.72,68.58,9.06,72.6,80.0,2.45,99.32,0.2,31.81,68.52,Bajo,Financiamiento_familiar,Bajo,20.66,Con deuda,Puntual,37.78,61.29,92.12,88.91,99.6,51.77,2.74,35.22,0,95.0,28.290994083243582,9.06
486,F,3,Ingenieria,Publico,19.57,18.93,16.64,61.17,32.51,9.8,46.61,21.87,0.0,6.36,50.81,71.22,Alto,Financiamiento_familiar,Muy_bajo,13.58,Con deuda,Puntual,66.93,81.35,38.15,46.78,18.0,21.0,4.77,0.0,1,27.979221231428586,84.71418420052895,32.51
487,M,5,Negocios,Publico,11.33,12.06,1.01,11.74,38.81,42.72,80.0,19.69,0.0,0.39,34.71,51.49,Muy_bajo,Credito,Bajo,3.77,Sin deuda,Impuntual,32.39,59.94,61.1,65.74,50.25,40.79,1.71,34.47,0,20.028757243121355,100.0,38.81
488,M,3,Salud,Concertado,16.32,15.6,8.74,55.23,43.27,70.36,80.0,18.24,20.77,99.95,67.09,78.04,Bajo,Beca_total,Muy_bajo,16.57,Sin deuda,Impuntual,47.77,89.05,88.11,89.51,84.84,26.26,4.93,65.16,0,8.215414703407516,97.32045209062272,43.27
489,F,2,Salud,Publico,17.62,18.49,16.43,75.6,65.47,32.8,80.0,1.17,88.9,80.23,60.36,75.27,Medio,Beca_total,Bajo,12.32,Sin deuda,Puntual,69.29,75.93,28.12,39.3,2.04,15.05,2.7,20.64,0,45.12315573137169,56.243890840379485,65.47
490,F,6,Negocios,Publico,16.62,17.77,10.99,54.6,13.73,38.56,53.5,20.25,4.82,73.67,64.79,65.23,Medio,Financiamiento_familiar,Bajo,15.61,Sin deuda,Impuntual,50.32,85.7,85.46,96.18,60.45,23.08,1.0,15.03,0,21.449837164112463,92.75679461248451,13.73
491,M,6,Negocios,Publico,10.75,11.7,9.84,26.53,64.63,5.64,72.06,10.51,21.89,50.97,41.34,56.93,Muy_bajo,Beca_parcial,Bajo,21.35,Sin deuda,Puntual,51.66,54.59,37.42,41.58,27.7,52.72,1.76,55.04,0,68.10810890727782,68.6209267927253,64.63
492,F,5,Ingenieria,Publico,4.93,3.0,4.5,40.05,55.43,22.25,80.0,8.22,40.15,25.01,47.31,65.01,Medio,Financiamiento_familiar,Bajo,10.57,Sin deuda,Impuntual,45.53,50.3,67.95,60.11,86.23,51.33,6.6,69.22,0,74.55745639658679,71.99685726197562,55.43
493,M,2,Artes,Publico,13.0,13.78,6.18,51.66,44.47,25.96,73.31,13.12,22.47,10.13,41.97,74.01,Bajo,Pago_directo,Bajo,21.63,Con deuda,Puntual,33.12,69.75,58.19,70.98,28.35,42.59,6.2,0.0,0,45.381460234631724,64.83130265648772,44.47
494,M,4,Ingenieria,Publico,18.53,17.43,15.34,40.85,55.96,75.61,80.0,2.19,78.53,23.47,50.77,71.69,Bajo,Pago_directo,Bajo,18.02,Sin deuda,Puntual,52.4,91.11,87.14,95.06,68.68,29.13,2.4,29.55,0,13.33359204974115,42.07563053980549,55.96
495,M,3,Negocios,Concertado,9.98,7.62,10.07,9.6,32.96,22.61,58.03,18.16,0.0,32.6,44.41,69.48,Muy_bajo,Financiamiento_familiar,Muy_bajo,11.73,Sin deuda,Impuntual,42.59,56.1,37.35,24.46,67.42,59.04,5.67,11.32,0,21.95023503962456,90.76809360601186,32.96
496,M,1,Negocios,Concertado,8.35,7.92,9.27,24.97,11.07,36.87,48.09,13.98,0.0,75.63,43.18,53.99,Medio,Credito,Muy_bajo,14.48,Sin deuda,Puntual,75.58,53.41,58.87,74.61,22.15,59.75,4.65,51.54,0,69.88761464698162,87.91941786065469,11.07
497,F,7,Ciencias,Concertado,2.04,1.71,1.79,64.19,53.26,53.7,80.0,4.48,64.58,48.97,31.36,58.68,Muy_bajo,Pago_directo,Bajo,7.81,Con deuda,Puntual,18.81,32.28,37.5,52.08,3.48,65.4,6.83,6.07,0,95.0,68.29738876023241,53.26
498,M,1,Ingenieria,Publico,2.5,2.34,0.29,68.91,41.97,12.97,57.64,4.52,89.32,2.75,17.97,47.64,Bajo,Pago_directo,Bajo,23.61,Con deuda,Puntual,33.88,27.73,31.08,26.86,40.92,74.87,3.24,57.48,0,95.0,25.27528055630392,41.97
499,Other,8,Ingenieria,Publico,19.02,20.0,17.35,10.98,51.15,38.92,80.0,4.42,34.09,1.8,43.85,89.87,Bajo,Beca_parcial,Bajo,16.02,Con deuda,Puntual,32.05,90.16,63.04,77.66,28.92,21.56,5.09,19.62,1,4.9194285344134006,57.16603156398076,51.15
500,Other,3,Ciencias_Sociales,Privado,12.04,11.08,6.79,76.19,27.04,59.08,80.0,1.37,82.97,5.23,35.24,83.07,Medio,Pago_directo,Bajo,1.05,Sin deuda,Puntual,63.69,70.12,62.92,55.22,80.9,43.03,1.38,1.89,0,95.0,56.96572271251822,27.04
